,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,target
5861,974.7256502451745,464.3546484240265,321.0,497.5904944985922,836.925307351026,273.0,8.410938673258787,59.69898783086554,797.6456686569356,345.5504519837829,689.0,163.71829111357263,531.1755832798889,74.03612145794493,369.8851479122896,385.8656657962794,626.2999655478638,745.7502473894841,445.56465362714493,0.6043199463685769,0.7231370582560169,3009.4774117065413
6413,995.204864883648,491.94293498111443,321.0,367.79944042819625,912.3372701387907,273.0,8.402515033531834,68.12332835942034,781.1823022589497,287.7259702869945,689.0,259.0039281212951,496.34387042685455,79.16490894616705,369.43619740243855,305.41484851465134,624.3489417911204,700.0977934141847,373.53817687407167,,0.6308070471410989,3368.6378420381616
3474,1026.7428482348316,484.12191659249277,321.0,462.9520496828194,1082.6449435932032,273.0,7.585303508031667,54.01354617015097,871.4562664544027,394.3170617727386,689.0,219.49348382196806,511.16038899968163,65.50737909467408,368.01710417693033,351.86787007736467,598.1823748533967,860.9034684308397,405.88141624751563,0.6279829323789796,0.5326471725628221,3438.2507354559834
787,977.4638100479165,467.90240978038156,321.0,415.9653263788056,979.8853300881218,273.0,7.7996429388454525,61.70896065803916,942.9508689861343,375.4267958780274,689.0,192.71919524943632,387.30099987197076,65.57454133094743,,248.85592133362977,656.0820796162911,669.5742257177332,310.5648819916689,0.8288127324900072,0.46217197798255716,3819.2282420773513
178,984.9895834875624,492.22732526334215,321.0,594.5965085457951,1129.9789861009099,273.0,7.813105915419753,54.603391187246814,841.1300685416392,,689.0,177.20194458003616,507.7529651455582,54.93682839342136,371.1590457683063,295.0450625277169,564.9516453525409,778.0742593823481,349.6484537149637,0.6321971943738005,0.49796482984218077,3957.647642131074
5528,967.3866150898891,429.5560825476355,321.0,482.3893976601144,828.7993048590669,273.0,8.283144862253481,64.1882703920842,779.7446964269251,375.7601630234656,689.0,155.3782838327749,510.0425027117104,79.36671384569885,374.8809987979629,387.58929058044293,615.0182185202722,736.1443507776023,451.7775609725271,0.6293593147499665,0.7111603654851465,2942.5606094250834
9534,976.2817259730903,,321.0,,863.9775439062098,273.0,7.977419990478864,55.05624690332253,,292.3786475423484,689.0,106.10697719438198,592.9548678823222,62.392579991122616,373.2406110995806,389.17999892787236,580.8371601265906,673.3165651614389,444.2362458311949,0.541356547331197,0.7585237052695746,2872.243909102943
9316,970.0862677810651,446.0371703347079,321.0,465.79268949004256,963.9398593313027,,8.225750196875486,55.97344619259771,831.4506578600619,394.7859436852603,689.0,180.92836518235742,569.8383158847145,88.12893073622854,380.23239238070664,355.69461792542734,619.7021509090429,654.4464442752148,411.66806411802503,0.5633176833706324,0.6825812214855221,3292.9784353778905
6682,982.5393190517315,443.75618204673685,321.0,563.8347187821014,819.2411284904902,273.0,7.662454329476775,58.588200417207204,814.6310112661519,312.143012453445,689.0,207.80494038015203,479.7230285443168,58.70317237431201,372.13373684210126,,594.9998312003673,,348.2894393307413,,0.6572255495896759,3480.4900085464965
8388,998.3161662468494,400.7169309587236,321.0,469.19299579972505,942.2132680241045,273.0,8.034144006640037,61.038938898273386,800.2886093039373,301.6867688776092,689.0,,558.5581892863286,75.82479077310136,376.9374064599773,399.89514083910933,659.4990543664331,749.0714385529812,460.9340797373827,0.5746939283266845,0.6732902216392909,3171.3613976693964
3932,966.4533550998459,478.8453333103674,321.0,470.88373620617455,870.7180244578998,273.0,7.510459976017459,59.94843997472917,910.3747506202719,356.5096041371314,689.0,146.68054026638532,472.65102497243646,68.7245237576756,365.3101748136986,343.1791345479524,657.093141116411,785.6561307280645,403.1275745226816,0.67914800357985,0.6217575995020512,3136.6655836013083
2361,979.4914837884202,449.67820119041164,321.0,540.1150648415777,1072.0059931208102,273.0,7.691358835293104,53.81412959132201,827.5743214892303,277.30917761666143,,193.35285796897512,520.9894117644257,78.56521032057717,370.08542754146396,325.3634056354053,644.3177632786148,,,0.6161353623538623,0.5592829013386269,3921.3835822527735
8494,980.3977619285052,464.4042548411794,321.0,427.0583080539527,1108.6675082485726,273.0,8.402790469331366,66.62598578279163,837.8846021295906,337.0918159318995,689.0,206.05321794593206,514.4315011151994,65.43089490624098,379.4032227703888,327.87683203721394,623.0452148881951,,394.5028178200056,0.6239897815435622,0.5230264183871349,3724.4383569661554
6034,959.7741366043817,427.13127913725083,321.0,564.7239858995481,833.9461004079913,273.0,7.682150406942777,65.1863844454001,831.9044603429683,245.7511858289834,689.0,198.23907667013228,357.57975560072174,69.237204411398,374.5895479831813,301.8273184999408,618.4538264056534,815.4826612148709,367.0137029453409,0.8977018272769134,0.5118040120378382,3623.7906301972193
5973,969.1355772371476,474.9944482911559,321.0,604.6475504946516,739.9734029898024,273.0,8.359833503259996,59.87442447287372,833.8460128451973,303.26984084611524,689.0,143.73094972279225,472.44671518160516,75.85640529199328,374.81901085280975,323.358560356984,645.997684196445,742.594245261339,383.23298482985774,0.6794417014342239,0.7409767949202286,3320.208456332361
1731,986.286051477854,499.20989792468083,321.0,521.804971628615,912.7013776127512,273.0,7.948634402538598,57.64861028989919,842.787178277183,371.43343205884923,689.0,257.61201576235476,546.29337021033,67.87673027708263,366.79064064378707,417.67951787243277,702.4513229917923,724.0790186748536,475.32812816233195,0.5875963676374306,0.6729146197782973,3392.4285458605427
5211,956.982431344846,451.6825269035378,321.0,631.5820807446976,1194.4226831089027,273.0,8.578263678161122,51.42347132588782,833.5568281572733,350.1749607881897,689.0,189.05204990693622,629.3248954993818,84.14756298997747,370.6964853195757,339.2861441346518,622.9360352405376,816.2112036677366,390.7096154605396,0.5100703981292208,0.5973366619531184,3777.361501636398
2765,987.4055408103977,480.1583634998432,321.0,543.165707636327,933.0025457772456,273.0,7.788770214471327,60.412838703772266,904.4735621323157,331.50840580007184,689.0,189.27312221131126,469.39163253638924,78.0373527280883,379.4373219684308,317.8483850795399,617.9664409532068,735.8367447931021,378.2612237833122,0.6838639160767629,0.5867390048849623,3653.5901081616594
6043,957.7084119778174,507.44088057354134,321.0,,1007.8362576689831,273.0,7.834302048352897,48.276581830651374,956.4821427776476,295.5773615190254,689.0,140.3202915952227,413.6541337320547,91.36160218835765,372.2715871659055,385.1747359794319,665.9076428740345,815.0406793110121,433.45131781008325,0.7760106181071755,0.5010890728305999,3866.549086439911
8269,983.6362574493685,507.8318648255032,321.0,505.60503843681107,975.9473173288019,,7.714889863828046,59.03831170813027,856.6648114608556,350.16823017681264,689.0,173.65710392240192,530.565347427563,76.2421926482395,368.75662975252294,282.40439693732003,636.3229989340454,737.8044008729148,341.4427086454503,0.6050150119233437,0.621762598555682,3537.564342133846
8171,970.5092515441322,491.0377377849057,321.0,594.9554452892107,1128.550538999007,273.0,7.965555951659604,53.09082930780449,865.234326207264,357.0090683511262,689.0,152.10880193478008,566.1975905444333,61.86735684617507,366.6625206640036,362.39297607932815,569.4656426186754,778.174867866752,415.48380538713263,0.5669398905271551,0.5565235456337513,3631.2724585698243
4959,946.5777584852682,489.9019477894285,321.0,533.5950486133931,650.3102464986414,273.0,7.8054315776284335,48.36714683147693,931.8428416208852,361.96616243452394,689.0,167.2991260320655,518.3388819861419,77.59629700634366,374.7685334196985,373.0204651940841,618.2584415802932,759.2704780281655,421.38761202556105,0.6192859751713207,0.9163859591650008,2721.3344921575863
8230,998.5083678846772,464.62533597041,321.0,433.0650751850874,884.9766837822768,273.0,8.291942079000611,67.09786488479125,845.4247452386253,357.34589413645534,689.0,172.43023094431814,464.7029947670197,67.31413883367841,373.16519605261783,464.86728425475553,616.6140243126994,739.3665197710645,531.9651491395468,0.690763785933711,0.6011651418056859,3019.146910400944
6686,948.1798593389861,449.4998165714059,321.0,539.4673478164837,952.4665353453402,273.0,7.615050228362972,49.378670564837094,845.8571559272335,358.4237079947595,689.0,180.31583209620058,444.4484711535883,100.61100326787255,374.5562244120698,319.44283886211787,604.5633681698098,701.461044319462,368.82150942695495,0.7222434564052576,0.5722610235579942,3634.0909093559744
1086,996.9134897284027,419.04449690561944,321.0,649.2434330991208,968.9613565098983,273.0,7.774400687401363,59.04362736966185,932.4499725718068,318.7675736929981,689.0,174.1591268087575,412.4745667304877,58.43900064644513,379.1736545576053,283.9968733886319,618.5277661300794,800.7614949093488,343.0405007582938,0.7782298010382359,0.485998295198393,4036.5952023916993
2938,951.5604858815487,517.8141818080087,321.0,536.2125054877766,922.0798963439023,273.0,7.893191465387117,54.978441085554266,850.2547287199634,357.73061736050414,689.0,197.57134211755073,600.4637193959467,,372.57630496512985,344.02439854950046,641.1486779123594,816.1235041800012,399.0028396350547,0.5345868361920666,0.7369222490687282,3093.3811470540213
1906,992.5832608402446,527.0557558865669,321.0,513.781779030362,804.900382360232,273.0,7.913811643157502,61.78811832366129,810.5549974028263,,689.0,206.46611839320946,342.68304284586645,75.67663313633028,369.29982781823804,239.28782989048347,685.194842584086,683.538284332103,301.0759482141448,0.9367256615156789,0.5197657811460207,3838.2000812804085
8102,979.4793714716419,488.4982693761768,321.0,429.6728929901597,874.4802873665759,273.0,8.57019356080265,46.89618021080399,932.6857069503912,374.97045211655734,689.0,199.36459401520548,486.75092522408784,58.70879269760255,365.2757515297992,293.1656574452088,657.4386525902677,820.2137876353577,340.0618376560128,0.6594748635602895,0.623753017422836,3132.9436442994797
8479,972.0732968971018,488.74939428110235,321.0,538.7483683625745,863.1315615605706,273.0,8.203231633444965,66.63964164236637,838.8631840570945,359.60787557767225,689.0,148.74242901114138,369.9046956180217,83.88921967884221,373.22762833243644,303.23667715770387,636.3829827666511,812.1790484768995,369.87631880007024,0.8677910926858775,0.5257528927298052,3461.7871793625495
5458,985.3708218090662,493.9634330415296,321.0,623.1069683350977,766.6589248418711,273.0,8.00518579542953,51.750773427142406,873.6977780991581,366.77522722459804,689.0,140.1405742773063,472.5462219294324,55.188297805381296,374.1461787511793,309.6622652912982,606.7806635945955,830.8443009911547,361.4130387184406,0.6792986275275659,0.6883563246115771,3216.9395108523213
6234,971.7483234318543,451.84469423055333,321.0,567.7263440727437,976.5293977302703,273.0,8.010230475269964,57.395350971876915,892.9364582187121,395.61242066289395,689.0,200.30162709397237,439.7604446237515,78.07000169455586,372.49023184156334,281.43047937784235,615.3700705934364,810.3822132835396,338.82583034971924,0.7299428675870108,0.5302763516611906,3693.5799004142496
7482,1031.6074444507592,470.8287984338648,321.0,430.7611129935352,893.7797391843761,273.0,8.272106900338953,48.280720595624736,809.577696486034,343.99523157592535,689.0,186.80015654713972,345.42108428012193,93.53869194967605,376.14966442216024,392.421338123352,591.7632705977724,930.1574584674029,440.70205871897673,0.9293005395689238,0.4911274634960659,3117.1391993108805
2184,983.6027327046138,409.08961025598546,321.0,578.5439262473229,919.9263156590316,273.0,,65.71640473940934,843.7834690006848,,689.0,197.17059203869846,419.9651054519307,78.89446780465296,369.90919273808464,289.2915975118289,627.2220344763773,615.9390811045685,355.0080022512383,0.7643492181441291,0.542282098864845,3947.0426107731896
9544,987.3587530500822,416.6044315281199,321.0,477.71394825177174,934.7527289997649,273.0,8.242214348384367,50.647247881782256,793.0523057990771,314.82910526017196,689.0,193.095936777494,531.1870852101628,71.27287047153975,369.1698727389282,321.47261458010144,620.5987096903477,717.9820315664793,372.1198624618837,0.6043068608736923,0.6445126470252369,3401.5605170430117
6381,982.8022261069067,486.1374754380635,321.0,523.588854302688,1032.4170429688172,273.0,8.479769203779455,,904.8067573506731,412.98580903287666,689.0,178.47324168382713,416.26465588616674,64.20998970549769,372.0475184244306,268.31587051806775,656.8947462375559,744.5343987293388,326.42835571454737,0.771144019702172,0.4653881383147377,3888.740798460875
1163,958.0254282175208,450.577607774339,321.0,,,273.0,8.153016542580701,47.46700844645492,871.5874930839781,357.73708425818546,689.0,120.10749411793105,534.6504327490453,67.55273165219786,372.75476443130384,348.11574356784706,654.7645958954341,757.9671302182154,395.582752014302,0.6003922943623077,0.7660444515239607,3277.7076475912254
7595,995.3692179592064,458.40125315678455,321.0,511.5529562071651,933.4333217127123,273.0,7.999523821891272,62.1464869930336,835.4277777994406,363.5899555939415,689.0,149.2266721054881,566.5552753700649,60.358975432940895,380.8721204831431,362.91202468862167,662.568849810224,747.4447916216926,425.05851168165526,0.5665819628814291,0.6716218890201078,3245.3096462162644
239,1001.1862180158832,443.45859397318645,321.0,537.7245874984544,1013.3777664580996,273.0,7.889762402154079,64.21710445533725,836.8041977652773,387.6799118487199,689.0,149.58921389359074,520.4520780852644,59.447036272049964,377.2182628943719,292.42463166902206,654.1910299981665,735.667757099326,356.64173612435934,0.6167714829402821,0.5722437708339949,3666.0808457669377
8581,977.9718674108346,469.61380320743933,321.0,536.234800859501,1123.4345487801588,273.0,8.26091303290965,67.13779613092558,925.82395819945,333.1720695386754,689.0,125.57800028932003,502.7883073889624,64.13408912490047,370.15298607761406,305.27683434429605,639.4019573698455,658.6675105571688,372.41463047522166,0.6384396679131025,0.5046332224066237,4001.9931888928704
4990,981.3178218964897,460.757743709156,321.0,457.3579817347746,840.6430495987624,273.0,7.621077513867996,42.716889752518405,903.6317141558496,337.05843635308986,689.0,175.29363123923213,341.7656013099041,88.31514863559705,367.4064303789243,256.90702342256446,659.7017729931315,749.2224008992473,299.62391317508286,0.9392402242053774,0.5116092378932747,3598.2176897460477
3085,984.8894966937073,498.5304133380825,321.0,616.2993408987871,1208.8219427452252,273.0,8.109179123812671,51.53545829169052,817.9521661803325,391.4171690114081,689.0,169.21914244849526,478.58143161343475,106.99100562517488,371.11932665936274,259.1818126686892,592.421018114969,847.3366510265788,310.7172709603797,0.6707322490925259,0.4844157907233047,4092.0715262290246
8421,990.1530206517532,463.65184310185634,321.0,524.9016495441598,973.4410494685638,273.0,7.721462928777399,65.97055170780274,768.9553822397803,367.4137071237331,689.0,190.4172169323211,462.78735652548784,54.84539127348459,381.43981001070586,264.205957741857,688.7924380471027,681.9803040530824,330.17650944965976,0.6936230981114132,0.5317556189782284,3868.7791570545983
8024,971.0553253465604,462.84604699996856,321.0,541.6848831323533,1000.6111743964059,,8.220218859238438,50.253057768782256,913.1250853242772,311.7031594793958,689.0,159.02169418556852,469.8262527033971,98.51404784167012,369.53525842000505,381.02445245672277,618.778397267572,831.1310513788927,431.277510225505,0.6832312970017204,0.5679931576697657,3457.5885546958248
3205,959.5484860010627,454.3376015832108,321.0,591.5190352836294,948.0055717085025,273.0,7.947823088923482,54.04172065623272,774.3109897009339,364.7360443482465,689.0,164.6568716277198,471.01668036551075,61.24782617780452,367.3001838174851,370.0892055079675,629.5549755497624,660.7486569270541,424.1309261642002,0.6815045270815097,,3663.8898796642247
789,978.0052495163155,480.6446412365946,321.0,586.1361922666229,1050.9916588785316,273.0,7.898767109547309,53.84924493332569,876.815093029376,354.6088578749799,689.0,164.363215921997,629.1996847133845,59.98620961565733,370.2356190794722,297.44609970705335,640.6055741592301,735.1556388333138,351.295344640379,0.5101719021779599,0.6557482055228133,3637.4136504186163
6616,969.7431263469336,489.08541821985506,321.0,548.66601549296,842.457763977662,273.0,8.049322826120624,59.43445704375318,775.9350288791056,377.9719853832938,689.0,176.46963928232543,503.80533122756214,52.07779078526559,369.7402413302465,338.2048132625628,648.2973660214888,701.4970985036123,,0.6371508598725181,0.6598350039392207,3323.732971786991
3646,977.135839111884,471.36266531237436,321.0,444.32525309453723,1118.4506466666073,273.0,7.814620923846297,53.974120544805835,827.9683169354349,413.1046574011166,689.0,191.77029867231747,329.2713496599454,61.54471243387082,374.8181382530863,396.58519883726274,628.5285528493322,681.1503459354082,450.55931938206857,0.9748798379558756,0.349426291860612,3883.1298506953653
2451,976.6207719497899,412.8041507923891,321.0,478.46863121741063,1121.1766572869228,273.0,8.12319233826411,64.82984583112919,804.7640780748951,380.8802207161353,689.0,196.16464730373076,545.6972981598576,68.3547734698382,372.0632190024654,406.53700479480574,608.8953380323632,722.1378700481073,471.36685062593494,0.5882382065706429,0.5476853871678068,3495.738791750613
1665,,423.0206181642612,321.0,493.7790885282209,1228.8229321317265,273.0,7.771917052794764,62.957052278844316,903.5519042318687,451.946907951803,689.0,150.00047576416353,510.2171655643393,49.305535593536916,376.13188671943436,413.8374388230551,671.6046923065358,697.3715612656725,476.79449110189944,0.6291438659162896,0.45533224236565345,3811.229787120325
2863,992.0713630577709,441.58498537078015,321.0,637.5927785787152,1153.1649364357181,273.0,8.169470914028317,48.9619362800309,822.5749278542575,387.5641841102296,689.0,172.41516002895096,328.057984061754,74.4618221366415,375.3462138562746,308.5323027834929,604.6941060415958,801.0749495526281,357.4942390635238,,0.3490565776674857,4345.523966450921
2152,963.5837069942193,464.28853379331173,321.0,421.8227567657709,941.4880352105397,273.0,8.382322248113136,54.54045610578786,805.859402113567,344.83852019022646,689.0,171.0144985420105,629.4524245727854,103.19653094507487,372.3691189826105,402.3247452928604,617.3751776765878,792.8508599202842,456.8652013986483,0.509967056236006,0.7781819079134894,2731.4980852991816
2760,1002.324742179407,468.3674055765338,321.0,500.31544553277587,989.1108646534042,273.0,7.901003315671272,,875.2976040270128,265.9478780698181,689.0,232.15643716187765,525.3126493662652,73.7443263748183,365.6831846800322,337.4387769506625,634.2236081635541,780.1740955606969,391.58206203577765,0.6110646686068819,0.6056520023678034,3614.0776969501776
1085,956.327495793568,460.2710420288957,321.0,512.3650192910428,620.1532478019946,273.0,8.264108572555116,47.47116810149342,829.6819298995661,363.32852233967213,689.0,186.715309406826,478.8990110574151,62.71361884094497,365.2412995625024,271.59689345590743,630.9975096914058,721.9781374012183,319.0680615574008,0.670287456412215,0.8733528878837521,2943.0453236176054
4607,966.0863644339942,414.07620106059716,321.0,611.3979082344674,940.6816392701555,273.0,8.413135656540078,68.75596607512446,873.3423981968606,372.9011418177937,689.0,148.90822313330872,298.8497656024308,64.54992704386879,375.54253157836536,297.23485035607393,665.0529857782242,847.8231547178084,365.99081643119837,1.0741182926910384,0.3863152818930852,3871.739468659048
9219,997.5380817703963,456.422462570789,321.0,530.9531027185177,1157.5481641369358,273.0,7.964941448366799,65.3285047339914,890.726755751986,370.47338414310957,689.0,198.09922219870654,339.0861714845434,81.598025037965,367.61415757395486,229.58052690266592,640.8632423568484,823.0487451733233,294.90903163665735,0.9466620198477548,0.3634269480580699,4312.1420587992425
5287,997.1089915290554,,321.0,443.66221976025435,1044.0984010273914,273.0,7.996146991604743,48.64309411184104,730.2950572531784,341.3375076737261,689.0,178.15064257439104,491.5625385898388,72.99679072842041,372.5062238528802,324.3830615085604,619.2035379459975,775.79251337226,373.0261556204014,0.6530196563002196,0.5407146766652775,3447.035149326262
6149,994.8828734872108,504.7099007703897,321.0,532.5326559666527,,273.0,8.569952798668146,66.37206563880541,849.9272654647118,353.9228853641324,689.0,187.3469178205486,586.3033537780697,69.54440489180509,375.03577326052283,273.04049686322026,661.7821223997074,804.362951541679,339.41256250202565,0.5474981473865259,,4123.062388215623
7203,1010.2874723214352,449.7742964685116,321.0,454.78939893608697,939.8496702847423,273.0,8.13759704979591,49.09369194266895,821.1251374648758,431.2630137141157,689.0,213.695008577761,562.9007129038915,,372.2104614509179,367.86509738288913,629.8416294834416,819.7864868473453,416.9587893255581,0.5702604254026,0.6475012471275473,3018.9977861588704
480,966.8218297348358,466.076529078858,321.0,424.54008702879497,998.9103695837752,273.0,7.620792056890585,62.87302913998662,902.5515311593969,367.9714228031643,689.0,176.1860198354938,457.7254569167837,94.13179196719949,372.57846545608794,263.4844643311646,673.895169571385,738.6323767577903,326.3574934711512,0.7012937452992899,0.55245922525955,3572.8396199488984
6942,986.3905620605977,498.23948405419054,321.0,392.5628322053659,930.4608259732084,273.0,7.736260596485415,67.26246417786436,854.8558124390147,270.90205408268906,689.0,150.97324614917522,372.37002705601765,62.94904642389091,372.1210962622846,369.5700146800292,637.3709794306401,781.5510541624985,436.83247885789353,0.8620457520113729,0.46785319846710355,3312.5362869922224
1369,1006.0502266729945,496.502437877122,321.0,,,273.0,8.165346092814701,73.0401868113401,932.8171171162959,331.42240834971045,689.0,193.58215870061204,412.0311738809122,75.85804925485135,371.2560623896155,386.7465252908992,578.0474510165653,764.2157876532835,459.78671210223933,0.7790672656549463,0.6168185671970574,3362.223597918712
1864,1024.3185194281837,462.31388236713417,321.0,565.378243726183,855.8594328937947,273.0,7.939053052436725,65.78391061162756,1003.9524525025595,376.2005025446411,689.0,184.54740266056163,365.08396908351585,64.12777845881484,376.15232317460436,337.96522847793074,646.6016007899235,698.1699521002558,403.7491390895583,0.8792497813744561,0.5014979458613883,3879.4066623142057
6390,970.9435709548883,500.67875234022796,321.0,523.7885086534536,1125.27185227503,273.0,7.925733674315959,71.24656622006376,856.1574801726512,344.5446448775579,689.0,242.91415577627632,388.9272256883193,89.9323930180732,367.26075125788554,275.65368082064776,594.3625659288621,755.9105527041859,346.9002470407115,0.8253472084189981,0.4255501617127036,4157.182647241476
8137,945.5656653933478,,321.0,471.26336487917126,,273.0,7.989625757492127,67.42965286852036,879.6354819062221,350.7504590403457,689.0,180.4531182607143,548.2002021502674,73.67501839880866,367.70607950248245,338.3430797639928,667.5078323247818,758.8087565088314,405.77273263251317,0.5855525020620306,0.5571186742825232,3535.8887469377314
991,971.8203826540965,494.8497509843734,321.0,529.6097347279969,1088.2974367687636,273.0,8.51059594356486,62.46342303670989,826.6640213515568,356.11448696272373,,173.46772013974496,462.08500477819615,55.64619175759799,371.63753717097455,321.34506634282616,632.3716500920443,601.2862564067524,383.80848937953607,0.6946773790118598,0.47572582553624015,4054.0747739052963
995,984.5840669009724,463.2966439651674,321.0,539.0586741250745,662.469304415874,273.0,7.924574541881966,52.956257284095294,805.6904737123009,291.36965658221845,689.0,207.13426912541289,438.89785944502546,70.63356439287999,369.45624780822675,326.7350788944353,571.1013636081265,597.3405074353822,379.69133617853055,0.7313774562625934,,3388.6603605837663
3100,960.1542091387446,437.6691526536177,321.0,470.97972513874913,1010.8426991732287,273.0,8.282390092519401,51.160642251352186,863.571811347433,410.43574362611383,689.0,193.66435158250894,470.284646304345,58.188273265957505,375.54311461398754,281.11584125881194,663.096974320563,760.0442215963365,332.2764835101641,0.6825653410599857,0.5228043097136105,3542.567344994859
779,1006.7914950585605,426.65584631151546,321.0,608.1897573364771,1067.9797905427126,,8.54888311705971,54.114980751224806,883.723514741541,371.3656938624432,689.0,167.9866195317506,521.9589444744264,78.28625999316642,,287.19526096081637,580.362022880761,769.7255548992855,341.31024171204115,0.6149908980355208,0.5620379802904021,3887.9901392662605
1909,979.4801539248411,421.7064788643007,321.0,290.91273221015206,1010.0070425292421,273.0,8.033243360105455,69.04027583788903,821.0604282190063,357.0391999467343,689.0,239.3629087287811,456.9712348667314,73.26329668512892,369.9049166614502,278.8953083409465,622.8553610485366,666.9169172391391,347.9355841788355,0.70245121685529,0.5249810241164816,3438.379167488448
3473,1018.3436654518767,480.55212948725125,321.0,662.2591890568998,890.5380712849438,273.0,7.622969466225873,55.25255972037645,884.0614716443005,312.7007833951155,689.0,174.47360145619245,392.42013946113417,80.67866095507406,368.0246829146664,378.34489586028263,590.2401010418059,,433.5974555806591,0.8180008305404323,0.5312505053642246,3877.600296424052
1536,1004.8596476389712,482.3075912100935,321.0,640.8388340081318,941.1460231261457,273.0,8.209364692993356,66.75460721096294,863.6423225676884,283.91477274332874,689.0,157.10252609836638,334.9563821848868,65.25295261007221,376.22674605653964,294.85418076526116,662.3182490553324,730.660712499101,361.6087879762241,0.9583337326076585,0.4252361747920995,4254.90062857018
7160,973.4748625287725,479.9656031895716,321.0,596.4853506957573,1066.6682734797896,273.0,7.801085436739879,51.07178139653608,840.5015578180202,333.6992489926384,689.0,154.764172288742,409.47105560751464,,369.5244212490632,421.7500815422624,657.3213869073514,811.4288222383001,472.8218629387985,0.7839381944194959,0.45851500174457394,3770.513873710018
8236,998.3610468434135,458.3112168138255,321.0,654.8476089570011,1068.5910293577967,273.0,8.267869938372083,52.0335238271967,897.802512128532,387.8285100440418,689.0,219.53269770835482,501.07818323466574,,373.3326101610926,382.82785940542595,673.4805806487215,765.9904023172637,434.86138323262264,0.6406185915495521,,4019.00606777336
9968,975.4445820304967,433.21271477439234,321.0,640.5166989655163,1009.7070529732899,273.0,7.511746692570472,,876.1082285310641,311.5926950544419,689.0,205.39770108476642,378.1712365003202,68.40383082178782,375.0094391844595,274.8418138304878,667.9802449615908,782.3635056291084,,0.8488218273039605,0.44228181432136776,4237.776107801714
6289,960.6045739719289,458.60436623928604,321.0,604.059139560679,1049.961486556798,273.0,8.305477416303269,68.71371089021551,758.2965838894435,333.36415623433527,689.0,193.98918816123637,424.79325570873567,54.96578485757671,379.499053760984,352.89985154899307,652.6655454400337,717.0495425767937,421.6135624392086,0.7556617146956243,0.4569301319228528,3995.345178103759
2431,972.604917132739,445.00749003032297,321.0,606.0875608668796,1184.132215219176,273.0,8.264251965253056,56.333153797184366,856.1081978537323,361.02426750739744,689.0,204.72526561506857,505.9886857569722,74.83030438522006,374.7583295424555,432.4322709844869,659.0854814456187,786.2201624735686,,0.6344015371011225,0.4905018060290556,3917.3757355379366
5350,966.1812351608991,443.52705499516173,321.0,744.0876382956244,1061.2574281293794,273.0,8.088702117478539,32.78512810113864,934.1463452551122,356.271735439566,689.0,222.33543866410673,415.9142305863997,73.27800846863788,375.091710165382,305.70358019796487,657.9440810241086,690.2871727382413,338.4887082991035,0.7717937410975825,0.46095530272736,4583.851537517857
8944,982.68037788936,453.5931139614876,321.0,509.2100728881525,844.6151612068651,273.0,7.853161786141702,75.32720052841758,844.1733975400326,395.87459097047633,689.0,180.09141912384547,557.5503301455946,64.75261611383885,370.43626392638015,336.62037244424073,613.8211533950243,628.1408864408155,411.9475729726583,0.5757327771937225,0.736788746924965,3287.9312675327724
6466,969.4272852146971,510.2569586580833,321.0,528.2535524478037,1107.3847752577146,273.0,8.103111310289167,56.51048542514254,791.9598689105961,375.6532031450478,689.0,189.48746586402783,502.71269676681914,79.04540363002889,376.0221356330876,419.32361488282237,656.1444773944003,691.1560234404088,475.8341003079649,0.6385356925824659,0.5253441381849043,3709.3514372330756
5743,,471.1011006007751,321.0,508.83757557323054,781.2345450009115,273.0,7.66194760062188,45.90663831700597,833.0484189041754,375.23935913409355,689.0,131.60682563812412,385.3809158710553,94.56672366017322,373.80934538068857,296.94002444816124,662.060670715531,767.6627901043811,342.8466627651672,0.8329421275946198,0.6143451318203915,3224.9765141270477
1266,964.2080308467486,427.7143322226372,321.0,548.786354144682,1117.1644306310238,273.0,8.237461479343901,38.194619131905334,852.0305725840449,291.28995636009273,689.0,213.60346426859275,414.1274654343746,91.52768927931861,375.95084695447207,330.2054243547058,644.7221805513435,696.2930792390255,368.40004348661114,0.7751236679347167,0.4526237506756967,4204.661643485863
4769,946.1351240217468,451.51652090524806,321.0,455.5082435356503,864.3469061540035,273.0,7.195149200947666,45.09431311492186,843.2859179729206,268.7969814284036,689.0,196.78804118372412,468.56192963265664,86.93284955285296,375.75170801584045,304.05425607739414,613.2741330266451,662.3624237570125,349.148569192316,0.6850748635333171,0.6426757303467866,3429.0126987920935
4562,,448.6087595719635,321.0,681.9796884182297,1339.8570316361079,273.0,7.922169723536113,42.9414503027994,805.7537824612687,322.70862978591475,689.0,216.69994807339185,378.9924116243283,81.5699573544408,387.8404908086906,328.9094842772328,664.6950024510652,651.738509151503,371.85093458003223,0.8469826575794013,0.343739935011106,5131.845448903189
8530,1034.3877353677458,445.7784605893832,321.0,435.3061224345605,960.5228489822296,273.0,7.907483835331931,49.115525118149144,915.697291042737,337.04154737638356,689.0,167.67125213807253,488.11710694214986,86.18532021488929,369.90176580799965,393.9000066319185,592.4021242646298,667.0828244936131,443.0155317500676,0.6576290718654201,0.5979060547758652,3469.382009140492
