,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
3429,114.47037320578067,874.3674147575002,73.44883507599314,828.3786458276186,836.3889898236515,823.6953022780554,371.4698241029293,249.0,639.3547113281578,,970.8953708250901,695.6684429647232,693.2724568033844,654.9181365851448,735.3280844303104,342.0042063742307,591.0310911295571,136.98839356326988
5079,115.3261174347765,637.7058618129549,63.59355373967711,725.7381346374182,860.0212132449326,1242.6852436121553,381.9201534571711,249.0,522.3262279325337,813.130319901245,705.1434035537984,711.2016396133403,641.7150380173731,690.422691391218,995.0166909374441,430.9642156072824,665.6098503593632,546.073384986211
9881,116.79507888155985,832.642869216284,52.963618008677216,891.8077716055973,727.4183930406383,851.4656653434695,313.55023583397485,249.0,494.91983178522986,1046.4386396935977,963.0826897703483,725.4413732132043,725.9737439949041,596.4872694895492,1323.7427562587432,,419.0225197960505,347.6413589001957
4997,106.05429860928774,817.3006389505537,70.21520450747292,,774.7746804453658,1072.5714671265207,470.3594772136517,249.0,447.2546316948112,1153.916879049973,1217.3317343847134,707.875320589964,427.72114156287506,561.3377286118172,887.8869897770884,420.88739175306887,429.9201390480937,357.312621008552
4747,89.3475929799365,827.6778942517691,70.97827365529022,781.8227371720391,819.7467193470216,1135.1440935940193,360.40709985480686,249.0,574.7037840658089,943.790955531418,,711.2444481393736,531.0806514648032,614.5786617099965,796.6530803059202,352.3533088674936,566.7514865189893,415.1620542970075
8173,78.41349834590449,930.5624702483017,58.4672267101585,824.7451313244931,875.2332911563534,1016.4056160679324,270.6153133142461,249.0,567.0270906786693,916.4765159677175,765.90644310205,723.0656105156394,769.7609989209984,632.7862546357984,1203.3839668779044,438.31922176440776,371.4218985314732,26.638497743577943
4938,93.90694262110901,904.147223009838,77.553618208617,699.5416757579709,846.6171534653352,1447.473013182905,394.7964248331291,249.0,511.62674347593384,1012.9945613712526,1243.2217873527422,720.4860240669716,762.2417639977326,568.9713437358957,1162.918935675077,396.65899821287877,650.9783972106671,555.1569312794119
6533,84.98457603207753,852.3854566633382,67.62690582539348,674.2093405846146,783.8108120586421,1118.5561213704582,382.657962814016,249.0,670.6019264370941,1008.5076930408185,945.2812957739585,706.4933251372435,716.0774250779643,554.8008728664992,872.0676698885287,339.0152860601785,666.1201626831976,221.21874811117658
7282,89.27962735157473,703.8535347594875,71.34489626004283,682.6916066434246,757.073734559639,,432.0450805339019,249.0,633.5401350195978,1033.1875398036482,1093.2589609605986,748.4308235726796,727.2370983093926,602.8577776869582,1106.0825439282503,372.6811071434642,540.052215166955,275.7557548540954
8546,98.64481317494568,932.6893400255007,67.1987549794094,680.8475183974547,816.5985649981104,1227.4743774263775,389.8585124608085,249.0,518.8191962207069,914.2727570747436,982.1559024015473,693.5719593471301,681.4858198262423,596.9965297335821,1143.6860503229536,418.4378862933871,625.9317772945334,502.77737671026506
8741,97.60304916577559,738.4671686837512,76.1584605976255,565.7588393475597,845.3275691588713,876.9229171934273,332.6037637987673,249.0,569.5673377975018,1073.7774527816205,934.097688940301,720.1935055220439,566.907449132889,630.6339341561535,1141.686783353453,381.0438471425632,601.5644242547565,226.4435080392845
7586,85.32343702752212,804.8103958532033,72.12618984770694,853.8874517409771,793.1829993550487,770.6805151088921,344.2867178643081,249.0,713.956133726164,835.5898388031983,1131.9760398359642,715.3504869242764,859.5440514953674,546.641366492719,944.7494725692035,414.57668547984366,510.7293603179903,-74.78189054917613
5388,105.30736023955126,911.8962958890131,53.755221044950034,525.5837061658065,765.7754714430205,784.2793747527063,398.35923519134144,249.0,574.612497336498,1101.5126594762614,1042.7512535659328,739.7695644926812,652.5979125997025,504.4458002670128,1251.5218256238065,373.9973393705959,486.5943261402472,27.21716278364471
4380,108.15316026537784,785.9542517905011,71.76470959505231,731.6168052956273,827.3926978418825,1082.0328981469083,353.27059423623996,249.0,781.1799035887111,1041.9282648984608,1117.284639102086,726.9499909054962,701.7541383893864,568.5501132489353,1270.1712974242982,318.7203775497875,524.8942854999783,267.75063931721223
408,101.25883638181583,841.4206007330665,60.780396817256424,680.4070513725883,740.5051486367513,1092.9465071270456,275.712449150309,249.0,491.1132417824243,1008.3771786069241,1108.2562396263854,718.7248912319002,731.2596634185484,663.7528284501187,833.4094153465384,387.20898536504484,370.8121838031635,23.553798641383537
315,95.42213010717175,877.9627300443196,79.62226016105282,679.4574672602105,795.1955034512754,1018.6826413749865,368.0901533644611,249.0,,1028.9318982274362,873.5378108623042,739.2084654992716,825.7294840936579,539.8098530076637,1165.8018048358595,430.7590433916581,641.0869942488004,94.36001088956039
8114,102.07983388240264,873.4161436191611,68.31619701315341,829.3382148299249,780.3441442719541,788.2435591781721,401.8008041048352,249.0,428.88790952326076,800.3194672193135,788.3799668108144,739.1330755932037,869.301852480964,638.6358712401931,1012.2195646814375,409.24573207767054,555.9459953209125,198.7313535066662
3537,113.41397804772271,809.29498852405,70.79585725380205,777.7035859288483,787.9992890885509,1341.7649614163363,489.5047613936506,249.0,630.116473778171,1115.9167185964552,1170.4596578220048,745.9876541600555,853.8148442659439,705.3769033087324,946.6759930087155,280.8005286978987,523.4203615083472,419.5468926404793
7493,105.6497478873198,794.8151735583205,72.27740012025718,586.0015696180717,887.376138465241,1054.1850685655827,313.8973129360355,249.0,601.8917490905534,926.2759858156446,919.6327410373397,737.3049614582145,,690.7247452885908,784.4052593274469,375.1989150540742,487.5794789682932,1.8457805820962676
447,85.22213416246542,693.3523048528938,77.97583819571045,581.4081338814822,789.3276607062184,921.6987402009252,385.85009780823026,249.0,697.2568372975619,915.0233799843982,1146.151464384445,732.1891069796623,637.9608363585132,643.7786385316564,923.6756863565263,437.77324540946984,404.7568193916451,-55.73596261669405
4072,97.40324800314174,,64.8498574288689,513.2496179262113,844.8479117527264,,,249.0,674.3014969613668,1052.933321897201,963.6998547858949,713.4791378059716,613.5018295169723,649.9841709992917,974.685255930419,357.93239264113384,459.58002477364687,-89.04769575921955
6118,109.25332567988556,685.1907761197107,63.739845064748344,683.5103346387336,879.6530802331182,1085.6247385520944,331.9462930538442,249.0,495.1652807625047,1042.7765813200685,939.184281209068,731.6081333147499,807.9354643899865,565.9591748429976,1049.5536087812802,358.06595760333175,,-85.32900360565236
8509,92.99293660628292,787.8598663394208,80.06714976531748,707.2065215798924,749.0812081811863,1083.2508492147092,379.8431697748342,249.0,651.1756394136504,1121.907098628323,1066.365928367936,735.0617135017292,471.0658409743947,631.9341471729731,904.9710446673338,345.4985524497215,309.4150416076176,207.05795898658982
5741,86.47098169493255,827.7343791701828,72.79348460506037,752.0562891483805,709.8772275105474,1265.9353324523233,341.9458087041662,249.0,578.456635067386,1157.3273237575659,965.3008480740305,,709.7444429210757,669.7918182584499,957.0073056262887,398.91717282391744,509.3652661172457,303.00268271144904
4933,98.78981196008671,817.1935335860509,72.60348871871344,712.8345611038751,751.2042189723797,954.0207140287912,,249.0,511.29601661581364,1008.2172369554962,864.3744785407158,703.596098851356,826.0543020168519,568.8697247604097,1145.4038375602536,411.5089793002855,568.3448475955965,233.0419388320248
9672,98.27048984143453,831.3622960906948,71.93797990814963,601.1855552906233,,939.5976132611149,388.1721240181429,249.0,590.6740782967213,1064.8345861539324,912.0699784824444,745.0899498783118,784.576334766306,613.2543700189617,831.9939501835319,386.00618742542,566.4057152841085,-103.93583335789481
2964,97.04004081680773,852.2818432443257,72.16846011057409,463.3122863175131,782.6908797137302,711.5065775610815,307.5851637444965,249.0,646.8013220990708,896.8039365716587,971.2383500607174,728.3261398265915,,480.5751672510443,836.7119609156132,403.47360356518675,479.86934132126055,-489.9240704728995
3557,84.95358615918822,766.7678332667308,75.80327500975667,711.1514264739274,789.5083459061186,1072.12695117429,428.4061364850963,249.0,578.1497303821783,1104.0974338171284,993.5133089568915,,846.7550868360504,519.991047129559,1266.6686109520629,283.1983011969695,397.6897834050839,131.52127718741218
627,109.80605733172426,876.3003389715391,77.4768026625828,591.3329153303223,814.5307270790206,1060.7578699314447,425.4459735612886,249.0,664.3624452551821,840.4558483659506,618.6269453193364,723.4651830811592,635.5470783414992,625.9974349053251,851.590823176435,338.3990487989651,470.1915573715854,55.75938765735475
9887,110.67013469091907,761.388122256313,76.59908970854903,579.9099432994915,795.4426990244915,878.0019260236853,442.9815161016967,249.0,456.54935405289194,1025.532035134947,1033.6200684634166,728.8845151995432,766.2610465728047,744.8307930992955,937.1080035274539,428.7278240330254,605.8760546489802,185.63397269433256
85,114.48711476493558,896.8959571719364,61.157244957323584,585.0370545438063,782.3026935826375,984.7273403780091,470.36874335847784,249.0,534.8632144568398,843.9330317152447,680.3770787864016,738.1947733262443,641.1434214100117,580.0445614269418,969.0228886444996,388.2521520532225,466.2093112486528,133.6372120914079
5306,92.87786401563571,827.1603021772697,63.98359736193258,655.5717991932822,724.386313964814,939.0881114721436,281.31087583079443,249.0,727.1119871244518,888.48041147086,955.226719994543,706.7381950951697,666.509272963698,634.7547978062146,718.8327941606805,,312.4974737511682,-236.46947733179815
3206,96.76758632133888,891.462462554535,62.189926100197674,619.3544049217923,828.9165727136265,1015.9414218096163,360.8905536169978,249.0,479.2040431879931,1017.3024586878668,1012.8609776871144,728.638991984782,726.0906445484742,696.7689932757772,592.783821509325,402.78615014595357,462.760119960451,-97.98190909479007
1587,81.59053800307358,907.4050471521349,55.664113418629,580.7258933469329,726.4598074517287,993.3219537270103,230.17112891402982,249.0,516.9970051446296,777.1056099675118,768.9364629857299,734.1882237588111,755.970023345245,624.7911642909247,1084.6121186540274,338.2917720228059,356.696625569651,-24.186168411923063
3983,90.34740688543447,908.5459520290729,80.81549736172522,754.3564178512127,826.1963816777514,984.9538073739137,353.97573976615445,249.0,499.4436321354443,935.0414487247438,899.3753616771684,729.7866762313547,604.4002903218774,563.2275769071867,862.1159868921566,310.30820843708216,501.5358368581915,265.08538847654523
6488,85.43984630753172,843.8090542455842,75.49149894767467,868.8870056700309,871.6305764996974,843.7942113738126,344.26610370502135,249.0,693.3718981744682,1006.9732935716621,1204.896192656634,740.2380361116187,619.7052051618558,504.85067234273316,1308.1953091870614,367.94385575631867,674.1746858694139,473.7455828685414
9708,92.49079937807541,894.0005619594999,,757.3485910934099,721.4196377062574,947.6705685543631,245.6441526080709,249.0,547.1676739812195,960.3791663706481,1152.4890272321516,709.9761297100556,641.3245314356761,653.0526388219502,1151.1787681917222,313.6441613027264,468.53233544919874,410.5903561425132
1696,78.72877062058008,871.4421445105851,66.17251405400347,806.6069384782572,852.4850159368516,723.0228123853713,478.67590682956643,249.0,546.2634511145159,1115.2834483596098,,686.6743908151075,704.2319919378759,624.09210932643,917.7297338899112,406.1546670870229,456.35083793955664,32.489328590572995
9803,112.22329320199596,953.9911007992002,70.29980774729985,716.9298356631099,896.0186288554121,960.7587198124656,359.3710773923288,249.0,722.5425457596862,937.9884144944283,687.982401868642,713.2690807632187,688.6410826473979,,1220.8672335779697,334.6274252618188,583.731546451111,200.2939950509192
3237,100.81659892403962,908.6029253032052,71.9066685291566,626.9352728963299,756.9649230510554,1216.5831559848225,346.8793373809823,249.0,461.32856810751224,936.3908951676428,1016.482058998846,753.0453323073948,,668.2380063308664,824.090619191248,,418.98402105426953,-100.37102592078577
4351,76.70057491346483,850.6458483606128,68.30857739608095,838.9342896459665,810.6530884715552,833.6863291657082,327.31602142118567,249.0,575.2803057431576,942.1498462623906,781.6227266524244,707.0271289819225,489.3605648288736,727.7646854953259,892.4778161161687,425.8798155936033,552.9059742776831,411.22888344577905
9016,97.97555688064384,664.9472585367594,70.65072625228483,871.4911634103216,863.0641502658722,1110.7746446029619,442.1679128517888,249.0,581.0670839540091,938.192255090513,606.0936534888208,721.6443015070139,793.0252817165947,524.253109254276,1005.9116403998415,399.53248194530073,468.59578797314805,101.3771049273231
7745,89.00389100316322,791.0958386512017,70.63670704019458,744.215584965935,846.9947041216111,1148.4354869510023,440.51066316677645,249.0,570.3932368004656,1057.0049545710817,1115.925108798113,718.705531904078,848.0317560944059,668.7254289248654,1002.7282614287399,373.25430542891445,655.2393433475585,351.200246370248
8475,103.90212255120507,818.7042975535059,77.94683335793476,523.1253435935483,,780.4020295480867,358.50746016681035,249.0,561.5199552382032,1050.3688148699453,808.5515149333187,743.787099374155,633.8441377293993,546.6691378910994,941.9784074823268,430.3277726422973,506.0248487161225,-192.8992263047541
3486,97.28637722686884,848.4748675427487,72.53105893293642,739.9993865490184,683.2682045717252,1005.2005436792738,423.9734434889419,249.0,564.6031848739175,994.9115545441674,789.592440472454,712.5701659403181,687.5190108316693,626.9396278528951,817.55638206761,304.00664690909645,489.60271741494205,260.7723865427602
6108,84.5563442087809,794.9473471526308,63.473920102990974,559.8001774980712,758.4570114184173,887.7720439074668,418.7510950575035,249.0,418.045638141279,902.7084780173294,733.799637129521,711.3718967171842,687.9260258062178,534.8126626264602,991.5131583619227,372.09490802209876,523.9915269715875,128.26035798271596
3728,79.34066573377288,806.0713669288228,70.39099153208889,534.1151024277262,567.7259627605242,1157.7633085872126,476.9576870287257,249.0,528.2538666555313,1181.810924490558,1088.120761144374,721.3308171978882,670.2869867019662,629.2063520230273,1045.2294489688015,405.8230002324104,662.9279108996393,495.4825562722157
9051,83.2067535509931,922.9596675846254,67.013694494912,596.5949981660528,770.8728223671837,1166.0481137251688,463.0428795083,249.0,703.0050937910981,985.7140395165873,837.0809715641826,731.6813108119034,828.8939620461846,441.2462976806587,996.4085963805544,406.35801244029017,500.2100793688008,-161.24713268895886
6596,104.5455925003828,801.5394146197345,72.72625528411209,390.6528752077364,917.5131221215406,1214.9657791134719,388.063775321588,249.0,575.89356864948,1052.384062134221,1091.8395735846448,749.7130183483894,679.1696322288178,555.128242489154,1034.6684098749975,387.2548424266561,496.8930664756501,-80.9325941252456
1900,91.08659230187509,744.8161124224201,77.24361176357836,824.1553828205087,779.4388021641214,949.9165466228661,419.9112810702737,249.0,588.7615484782885,920.4402748122703,809.4478289608583,741.5957122045936,843.4823550360724,590.7257289259999,1092.2110910732065,396.3681888267098,368.394093820728,7.542110264195799
9942,85.56522063680563,762.4223254080168,65.54558431360908,838.2330108642996,833.7217602426776,1003.0886467757546,501.84351230027926,249.0,571.9714745324547,989.5967662188559,1082.038716161792,747.3048519907007,583.8444551843533,478.62826225405206,955.1119403402412,405.0337795625737,434.66349957986614,287.7599625782725
150,91.2583073050022,855.38845042794,65.99486924703847,831.0830442634557,837.3032604117374,1003.9460859442233,427.95720508811024,249.0,536.6162526786414,1180.5866383646899,778.9047246429717,696.6027698070886,576.9378517583409,587.8616530274908,1161.9603433483555,388.35639569064625,459.6902116562623,367.2406764866771
1560,87.7761105457266,815.2373822041037,67.8944659588021,690.0846485785862,943.1756855243349,909.63522410507,390.7378978254921,249.0,574.228452756307,875.015052602804,902.0367174456435,720.2590547648795,525.9661908095752,,1268.9253958418371,467.9985598270188,527.1570076265177,332.8579947055146
3898,103.2199384271311,776.42782145348,74.21276298570524,575.9331496923138,847.834421169978,1187.4227620619115,338.54144823722174,249.0,588.3798563186616,974.3085193380354,984.9501532155896,701.9190671846065,790.9858865470533,506.55811630093297,926.9143979057317,424.0451069361334,521.7720633290692,-131.40507787407591
1743,126.88215903897493,906.336119983154,59.585397075971144,429.8897254608361,785.8710692460396,1065.7284931386368,440.5251410249793,249.0,510.9067811901883,823.3405003806524,1200.8860688314967,728.3320891381641,753.5189948382413,487.4118254944517,1020.1167343811329,376.1204198823762,515.2576355838761,60.16213690885172
9606,116.72491324416478,899.5620681669188,60.109249166433216,505.33702401822404,721.7899960375012,1173.0928438600783,435.74595922944644,249.0,693.0058292216261,816.9998345876478,622.7757166704491,724.6296273067302,506.90376374002176,695.9937592808205,885.8079418398596,395.8182376297922,427.8137739414119,210.13051821292333
8237,95.50442231597371,906.3928726144472,72.22655350249829,638.7543694794283,826.3890189616908,934.8556673400433,373.7016810790566,249.0,565.9330686781284,,855.5752771243808,705.6290827704393,752.9083074805513,,574.06027056094,398.1017492152044,462.49826103266963,-276.8017788914487
5986,90.833929382874,832.9285995024145,74.12590609319459,811.7080349282612,951.9677933683585,1099.9605569438042,398.6686292664804,249.0,705.3345538115648,969.9471810174884,1083.392196343928,722.9827718617448,909.5532449927923,582.8432589041211,1101.390137756734,395.9765777724722,361.9691705258158,-144.1220891180226
8351,104.68230669899584,822.848885057045,86.23208474704799,594.0644479010169,868.1104350678754,876.0997572371093,404.22994579065187,249.0,594.369622959702,1101.3156349794103,862.2713857642052,722.8478833688739,664.6144498242139,551.7042722554121,1143.5385666876055,415.7284982642127,417.2261776262522,-131.39552535561472
3424,103.73438024037551,829.9918720761625,78.09153980878266,718.6698284096708,826.7854544587898,807.7212138045619,352.8542925301964,249.0,430.6557814618252,932.520913000923,1118.0223557574195,692.32461860083,596.1061330204969,575.3728797835203,948.5972907652975,385.1138265852585,533.4850305037204,297.2577264192427
5245,94.12720135339121,768.9495450384961,61.27462554746294,507.12322131365875,670.1862848757589,702.9858156808361,319.7303726015063,249.0,410.73601440334835,818.7170888011472,398.6433487354053,707.2235451160299,483.8744480306061,653.8949014627141,760.3703981057339,381.51294943493446,479.6323752681118,70.27172867066031
3438,102.72175929246814,794.8472160403292,61.44571883635663,746.8516978518821,794.9186475774789,917.8616772638607,412.0930139760024,249.0,738.0408643753492,953.6694173287515,968.8136752376856,726.7217723678232,861.0926499593403,487.16166457305417,886.9589224326456,340.57914567942737,417.1993340775526,-246.39390356726295
2013,99.05471836894844,833.1348951090071,70.92568144494226,597.0205069134895,786.9032443638024,1070.5908853242602,381.25036689628445,249.0,592.0481999250417,968.9025584300354,853.0320543731171,724.668101446137,618.6901081331625,586.7598838561794,931.1983813844289,369.1235223236208,543.6632548990189,172.75417402458294
1845,102.30950142837114,755.8404775474422,61.98048391048795,710.9778869119073,848.4977717157863,1142.2591818211672,260.4922917968994,249.0,503.77293114866,873.5289354635847,788.9035519903375,725.3008978661113,638.6073366190059,559.974479611365,699.8926797141294,359.3005197888005,444.77961280442537,6.228736098117224
4088,89.45934041736032,775.0560231655633,61.7828919439863,736.3900108501274,1021.7054569781426,829.9725443300983,323.82581249576447,249.0,544.6791830799456,1037.5942387147131,444.66833737036467,703.8652691561028,918.5359718169095,600.3483384546155,962.0715472698474,383.779347005361,504.2099995231701,-400.677884259467
5234,93.51110459565858,804.6353649100492,69.97613668377043,683.5918822148219,669.5760081503191,873.7124573493755,439.9852810325127,249.0,537.8001175707489,879.0109856693009,1017.8768087369617,739.2266774349921,504.8728276824836,570.8338483631477,1053.700180409755,431.8011415108939,523.7857378012789,463.1968625731684
8750,96.16622551114656,932.5423861488464,75.32253781654718,768.2607927994188,817.9462646886004,1008.1679402402581,445.42780829376073,249.0,621.5190324094639,870.3491244123823,873.65096002682,726.3523505970952,693.8129705197587,641.5441807054284,861.4494107363828,475.71789678304486,671.7915445254894,285.2267943342329
2506,110.14765523131153,900.4039610145705,82.08167471195324,879.7421953063989,841.9266416267832,869.5437168085758,346.95254414208205,249.0,476.837048183744,913.1572356448114,998.7242519926851,727.2192502932236,691.6148578362627,664.1533429418336,764.6273411630436,403.4448591766784,604.4659010592397,290.01680332613006
4197,77.67725152718998,833.5371182658831,75.19460295765705,636.8293702087091,812.6908971537232,990.0355536021699,219.55887108704655,249.0,545.5250636874151,822.1494102580771,662.2992084675961,710.4587149341141,679.535777214246,654.0193934454778,824.1649789026519,428.4905193577471,480.181212405864,-97.96944613909142
2043,99.80139038141957,908.9920993566595,64.41424324039545,629.6968481766759,847.4498161750462,952.2716795166685,423.8360449735418,249.0,541.8253030277152,900.6335208150836,764.2974188577427,689.4509604504935,678.305545855645,608.0227469550433,1090.7920844918046,433.8038112469296,519.2259197506096,161.78720479155794
2770,101.03459185285278,787.237644313356,69.27172468318359,,816.5534637984997,734.089080286866,364.21587337410585,249.0,538.2830173474313,975.4917689513939,511.2475022304843,716.3127195794534,651.3400970529352,497.600544901268,699.4706613600273,383.049284972297,479.4964742417799,-384.736596393513
5161,106.88425446057914,864.4852835648862,69.66434998711887,920.9259746146636,894.713246588238,699.3280107302658,188.9976837021741,249.0,702.108502827951,1259.488213105419,1122.5945633668016,737.6276905699041,695.7231911335062,603.9535451235981,1009.2674246999912,348.72985706686654,466.7941360481533,-142.00245182792798
7844,103.38568682180099,786.5047551886906,80.48901708431777,757.0440590521898,651.4014272947278,1192.3533759651846,498.17968043615525,249.0,709.4131764339722,1067.0167550576498,843.2190157250899,694.4571169447707,690.4732291114939,541.7098111875381,778.5101183215761,413.74086287276486,534.4087965822879,185.43487533611506
2532,90.95334312413618,889.4257349805688,61.81146980993734,588.3373785677545,687.5300856582065,1185.8206145226777,488.35897896942186,249.0,630.3563728631823,911.2221857033766,1270.0440992422841,711.8748856086538,726.4914537953379,645.4960647359153,1114.5853571792366,419.34828108707876,408.98099925212284,323.69542736611857
2799,85.88491677905304,889.8246026769399,61.73148520526129,615.851970225083,799.2563281761979,1031.281226997496,418.5224161558527,249.0,584.1960042005709,966.2852995828023,879.8325954430209,698.0898265910058,649.6136702347794,561.2161551870346,1111.7002050501683,406.2867257098963,562.448273995129,256.0159360906499
8393,102.42766109693437,1114.924308056199,56.34141319323735,713.2517278132186,908.5544103006598,1054.5749583197203,417.0309593362442,249.0,583.0058881779462,920.6135558364247,818.7715911410544,744.2914895355661,656.1803859637398,511.51414190500543,798.4116548450436,431.8729126872689,415.5377671370958,-122.9317759973689
8455,108.26783652004083,832.6260050180214,64.57731536101251,384.57152933312614,729.9324368253285,624.9968142034061,538.2452105442178,,567.4089510502287,828.0631018657708,927.6703463929638,751.1563417690288,838.0080273268344,537.9366541541516,890.9628930095623,430.90926206940503,436.4363320223237,-416.99901963696226
8236,101.97230620113423,1010.2227476521963,,993.2212070950817,781.4812161929199,1078.5578350378742,344.32889174209276,249.0,528.9399183159236,843.7442669061268,829.6027021853497,700.7185953288091,717.691965784579,633.2163002999605,922.3556856853681,411.5916761575981,501.72136744904526,405.89364786897596
4689,85.81202665306486,840.1573052522399,78.30873632145027,722.8550985702432,817.9032319619272,910.4800473497965,330.6262544773002,249.0,493.4819532453267,977.3121923709339,820.1095231067934,707.9589886440558,631.4606083492965,574.6084909840177,980.4891491001717,421.10920361739284,456.4192887540295,79.0438706878586
4235,107.2603680904116,729.1082006094565,74.82079045276289,779.9022600757872,773.7367445738439,1089.4835750778288,366.16712462360266,249.0,668.7597457254149,1113.8901168781897,869.8897508605478,740.7308793824196,618.6494779139224,639.3529321084877,1183.9964793193342,437.0360380321711,627.6933052378512,408.1587173889111
203,106.21238363636544,932.015793665786,67.23041302737971,601.1422271674941,810.89993691955,1140.1991733322884,331.8534661413678,249.0,646.201790096407,932.3441532657351,794.4840562532263,,560.2566109390827,597.5031702627944,1079.331836123757,439.8595899524041,381.63287382787723,46.92667525281553
6645,94.17814397143279,862.5548549937173,62.363296985250315,834.4906610119209,819.6405649066634,835.0955104656355,433.55300975195763,249.0,505.8908078895823,916.3981669841913,776.9004059568304,730.3781627142571,659.2065919100659,712.9357117806145,1054.8141537291895,359.88938887782234,379.39600352998093,318.0260476355158
1867,103.74684411451693,822.3125146947948,55.0221037943565,709.3245444729806,750.7304365039603,693.9608108842531,436.89465632017493,249.0,550.3934016370121,981.850047489524,836.0695391785291,715.8431680678856,,645.8878934092602,727.6395803781993,345.48001028938734,493.3617628866786,2.9737620566453984
5108,90.59347089264826,840.8023333713229,66.40067624329002,508.9254220673147,799.7427659904245,594.9437152313801,507.84213981007736,249.0,633.3893014103915,829.1438287275942,668.2997056075444,720.12126739491,621.3331178002574,662.1596980933973,1249.714881827655,371.0272799827763,503.24028208573344,158.80269341643344
6065,102.07975922876032,785.9181187930211,,627.8752832053799,769.0774501247855,1160.1188400188353,280.29419675274016,249.0,618.6727436162606,1003.537867336112,767.4673978636878,697.2556937656793,794.1719348668307,,996.9068640545897,354.81283134678677,542.3353903420096,-6.982652145641964
2006,115.40926074564368,940.7661986000642,56.227587002563396,528.7791193018556,780.6465728185378,1043.6201969233966,467.0164817977061,249.0,746.3719872314593,957.7758988791715,915.0223241391494,729.3523739465467,931.2485622774971,656.5406456454065,1055.8396040424368,389.37955196172925,400.15563306666814,-257.7731511707118
4379,102.79110989854433,801.6814601163707,81.61109009605292,632.4835005465275,708.6328962139178,980.658860419524,394.2292752414155,249.0,637.3372906601378,932.2210570325111,755.4243559684814,729.745501977967,793.2866698240315,677.8040721764507,,364.9404285355078,641.0602516230749,172.38772751242203
2042,95.25401525536898,856.7991780303452,59.02116086688204,502.77482428787886,896.1677518460436,835.1537470393013,458.71356320058305,249.0,664.5017338373603,903.4868152787236,981.4891786482477,727.9204018834081,596.4964596457995,612.1138602113759,968.6373826139819,302.6941571800441,478.69951299838067,67.05279059795447
4353,95.690089080935,941.1425827005874,58.72981795390086,733.7861022076078,858.5413099459469,942.3774479722613,344.38201700905495,249.0,651.6092384492916,1052.763845854104,595.9362668303934,725.4911192393532,755.8133911872521,562.2543865015803,1072.899415080082,388.89712303900234,603.4057598318248,-10.572187004260627
2160,97.64313601081895,852.4911705461984,79.18902430382956,760.5489865408327,813.9510988925329,987.5151347076311,429.69736833998616,249.0,686.3640282908666,897.7084605016529,839.6331369873293,720.2443508377945,565.197317264195,496.4220314619395,1240.1030880430717,401.56753017587585,505.65739193648307,339.97634230935205
2952,91.29833520171462,751.9599023969386,76.62409936173535,827.9856928940196,917.904476323514,1043.4419389020918,232.52980311523243,249.0,664.732948655726,968.8264139768744,896.9208733467859,,851.7637673092574,554.6468546372339,1112.4779318413423,386.6294697964874,509.3186536900004,-106.94162160203769
1328,85.70111713850672,852.3258597315676,72.66899309441963,635.1833101890347,774.338952908982,1125.582352245144,355.7702352741004,249.0,545.4752259055019,,812.6316239901475,739.1020278923398,842.760928245307,616.770401133557,1015.6316255412142,368.3244654970487,509.3345519807026,44.01065784493062
892,95.03829900607855,902.7505023348843,67.44606473145038,644.6303063107886,871.055715370998,925.0776166653661,368.3539929928569,249.0,589.5199838761714,950.4291809137392,833.4763984834195,719.8407909951359,710.8331214680716,658.7085511225487,663.9652578319244,367.0142713858255,590.5529442617337,-38.59946611850569
9207,92.90113861781828,837.4690607712345,,434.7271071945422,813.8282576506775,916.3853863565469,480.3266590908227,249.0,487.05255334820595,1139.0951972730784,719.9381221511362,739.9842473709595,730.7404385828256,465.49084179635855,1079.9636341753423,344.8947864983611,467.8269311402107,-181.17146979920437
6832,97.91126639663608,929.6300496915673,71.67593394907504,597.3964062849798,764.4231341424093,1076.7328037735674,509.35297212397757,249.0,669.7036285215811,994.6910553667204,1065.4144004580094,740.8126632237698,870.9843689999622,565.5193996817052,990.0912377182184,388.46622478222673,575.9094683477198,31.890005028388657
4389,,936.3629804439165,64.58524874955694,482.11512141028345,801.6349832441134,1124.8956848744142,296.3908603596841,249.0,476.258127338789,922.1629093815324,1210.5745806284888,729.5099793110402,944.8342274604016,540.7104419845118,1056.7970488517785,391.71934354541366,550.8210078580124,-123.05504716411588
5646,94.45393643251327,899.8424256696014,67.62787095596467,833.2424363824014,767.8538130408693,921.1798633419495,447.77235497465216,249.0,695.1867866563715,1122.5266397210203,1004.763414010052,740.0185317234178,635.505716299726,584.0990647904772,895.9327508986352,428.71441905400036,480.7807708346149,113.57076956936237
4388,,719.6185491861944,67.8799232547955,737.5800015069302,881.7600881313743,1001.5919936504376,353.4490517837004,249.0,611.208321164288,1106.4106137010021,1076.055897510497,713.0669663665093,673.1315709097366,511.8346197092949,862.0959881163142,286.8888115722127,631.2350567180429,186.09217284858886
