,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
5049,566.9431669398074,935.47331005233,271.0381385936774,,262.3502789467296,408.4437193127037,859.607558607184,187.3316146945947,,226.55923811177462,169.4894548963296,749.6715774991247,-1606.4069611070986
6605,520.4935508767312,925.1789079717781,329.40940825084897,115.71568323018475,284.31012064506797,356.5314443024698,968.088437990054,190.38591375693105,77.49500198203242,209.80018208624216,175.289086245523,887.2615824461793,-1673.9556005325846
2087,556.3556482275465,940.375854075107,282.5566600877681,100.53441078638387,290.5364481027136,351.03855420585467,1026.5458652474551,184.6841568825976,74.05973315240371,208.71000944594124,163.31044551853344,598.0200780701091,-1582.0358545782706
8835,531.5230383363253,854.8360356459524,269.3813324168861,133.25881403436233,190.58887821763858,356.33977806801937,893.5715074631964,147.15578237051787,90.1983057204328,164.89953940542367,182.74480712721987,858.4952447481029,-1593.5417938852293
4283,550.2362188529073,978.1407806988692,307.9688133723918,135.58710441002808,273.0335450940714,332.97983019860567,840.1873258967768,110.78663540645636,78.67349082008273,170.22244679496913,164.62357929947166,898.2143752177426,-1650.369353407651
3714,539.959874048332,991.3121996872146,216.63724208337857,122.40717687151583,241.13218431285512,377.17057735377557,941.0598816281373,116.69645008957161,69.64896231188683,199.65461930122976,171.29780265497152,879.0716597908622,-1709.1331674528328
3541,507.4965298514574,889.1866701732516,243.47351809635649,132.0061479645848,235.14900420501044,314.1636220994549,927.8623171456129,156.39769045820168,94.26715856920184,198.533032129937,188.5677984850715,927.7863628518855,-1610.786539842758
905,,894.9382609965106,237.47299329358185,123.0920697233676,250.8254071314106,193.97093179627655,961.9893928000172,168.80582372410203,90.2608471289749,,155.60789422781266,847.3385799960577,-1522.3627248850867
6544,535.8235556183841,925.6438513490028,271.0643466251547,119.4458511798364,246.93255527924828,294.2447899705202,1020.2305650222404,173.28382827897167,95.23383442077721,168.51300337129348,,,-1628.9185139130168
6519,544.2481540358609,975.8655364184552,257.7445060411578,100.96830630327501,150.97647955271862,386.7249219961964,930.6067169976122,175.44225859683746,,188.62916866036593,160.12392677854464,914.6542386971663,-1785.7954606702624
9778,562.8289756263771,950.2062744412007,311.1377595300694,128.7653466771803,186.63665095637003,327.28876118447295,931.8329974163339,198.46617444883282,,186.7994837561076,182.23332223569577,825.7838405374468,-1670.886815054126
8290,526.5294635751726,913.9810664322197,279.68624128627783,115.2968258130493,253.0750356232963,357.36764473859654,887.2740870058777,166.43608120286984,94.6300806440072,152.26991708705145,185.65467826878987,935.0208136356351,-1608.3388897362815
989,579.2971463301345,922.8233845767104,289.1175628013375,144.94577965157416,262.23849485096304,405.10232352664696,814.4165118021697,149.48850443768833,90.32702758753378,192.3028231860448,151.52299991647644,833.2077586897266,-1613.264784688524
8132,507.2277560073029,968.5573885307817,315.8037708332836,75.11632784663603,267.0396346219778,300.1125994959809,797.0301568903011,128.78535041017386,89.07387729384212,161.8058731020759,167.32283731138938,744.360172316706,-1564.869688494398
2495,517.9327039070558,968.989761548902,295.37964343463375,83.52152639874559,248.18016888909463,280.70412549387254,937.5616278390519,164.1515320783881,86.45187522748276,177.051918393604,,909.1197997148287,-1671.2557363110363
6570,518.4783064883244,943.0562669144217,289.4365763805918,95.75326513238078,269.0407542143877,272.4440263561789,886.4391124105255,165.36143494214693,89.28637616929022,209.69374749107936,149.5954042518498,847.2883651618483,-1615.5344721393487
9094,561.2244460409557,985.9720469285169,308.3646083780295,135.00240064959397,320.5178616987126,362.0873712397774,890.7807870160582,133.24695818404427,82.74511704114475,177.24435700592164,149.7215816130667,574.3822963135775,-1547.9000218467154
6020,531.0242501756876,884.7301995097426,265.7395952322199,134.7994539097684,188.41073194382363,353.90946668339967,882.2834810992755,154.22089810759235,99.93554691965528,167.95740530184585,180.55974844655606,931.7645278833564,-1641.320507895106
5767,517.6366856162186,877.777980988335,262.59708890484984,130.48516551186978,307.21289584342173,294.269633184377,878.0820345884223,182.69981213216437,94.05863526934593,194.15973158495748,170.90886370358334,850.1077847092153,-1483.7871697664973
839,523.9911567012966,,285.22524866844213,121.32666019905042,305.70821403755923,217.3368125031757,886.7913696840222,166.30188334991328,88.87553605551562,195.88115175135985,155.66539047712817,648.8108835287056,-1482.6832505151592
1389,488.10778351090806,1039.0076757128281,267.1145151440726,88.81854434226143,271.40997954059793,358.95746731245026,928.9156546696192,161.97562436572878,79.44899804659165,187.80897610879205,165.52388857000136,694.2773994799585,-1654.9838006951486
6032,554.9180016592846,886.5182550084264,229.1446960859359,132.55559882200947,268.32710292976765,351.5918734685857,775.0480480934126,,85.21773028474266,207.0395252061626,167.08340732481756,693.7023759174684,-1418.037404217111
9162,524.9629059588732,974.5441029049485,272.8051565486656,130.56367263847062,225.2275901812478,277.02575301816836,828.6882529442149,158.515343340969,85.01303692215228,188.60272235550033,152.70880636982525,635.5658952931149,-1521.0605333289936
8259,530.5416097152423,908.7976479398325,309.70688901278857,134.55501426048582,283.77255364028326,273.24917798923406,859.9222216751207,176.97651925576622,80.0003234223991,176.82328761964092,167.62948064987435,762.1898942385687,-1478.1040064959518
7429,540.0992501907483,977.4965497038072,266.08191134117743,164.92691631039526,315.6198374680913,317.20238469509786,859.6368646903568,179.01215891552027,97.04451749319576,169.94419706351587,170.15926108567342,623.0535197444548,-1443.9426764304703
5943,526.7925347134209,936.5690919924307,242.8839332056068,116.61943530572219,187.5524247955529,,939.3501993023018,192.41500333720862,76.40676257827064,187.7603734617739,136.84637163028768,,-1714.6174835428496
1328,544.1759582144244,927.5715138657225,258.24801043474423,121.2366740937943,222.96317568969894,258.2941422284587,1135.9338767340414,153.76634826745283,83.28105441072583,194.98776664512818,152.9752764853901,786.5729431764033,-1701.8542221536682
8372,525.6070352726981,963.969796367382,286.6433023156186,87.13451656333943,289.70982337327484,353.22889625944873,916.2645460903344,,96.20956721308329,180.12438985142884,159.36940271569335,795.9721474373833,-1632.8931256796538
2466,499.0264041707624,952.8038449138061,259.3428419196062,98.21208300811992,202.66348309139036,290.47474454734026,926.8403281880708,147.45855906061365,81.40395210982868,168.48556065370465,145.32810468870304,967.1048636838507,-1704.481541369914
9006,548.3281721652438,,293.4899883933528,103.12698328368057,216.9597728705421,274.3308311648905,814.3085197427799,145.04491572962908,86.37467938758172,166.26262747244573,176.9161014221708,707.2525529838896,-1465.6688765720708
8859,548.3757921479366,916.934425981755,270.91786216276125,101.4853316081152,218.22602288023307,322.2636906171292,922.8679579597674,161.14130703967868,90.94513624949025,154.87057404712357,153.72789240684583,910.5402013576002,-1648.150299716294
7381,541.2160221207157,936.5247076831295,310.60338643462154,130.15902318265242,207.0508305244025,382.76238746053116,912.1695817864704,156.62840164128414,90.97924729241902,184.26300896561924,144.50851204779838,,-1658.3821554102876
9163,561.467171228193,930.4472765398465,254.18515318472373,133.14645606526443,254.33496787429027,220.75114471875568,877.2428109291934,194.94262403859395,80.82310773515512,187.21184890577584,205.68134131231008,829.4181097866009,-1453.6851833097955
9019,569.0316398097067,,295.43328978874746,146.8841645233606,242.60858262520048,236.01604102415013,994.1264819958732,148.74642698246276,87.72765094348867,189.29135676811163,140.92566099222574,877.0407565536145,-1648.833915016008
3308,526.3193411856524,963.526532976675,263.9058441210795,117.6614123674402,215.6040960704732,288.8284381395406,842.6755596270551,171.2471711460747,,201.78044741385088,182.5795088109383,755.0947964468594,-1569.685197632835
9297,570.7343570621291,828.7996527554282,,,254.9302069591835,318.61159821389265,869.8506732422424,176.87837909799512,86.22080286677807,173.82150976775392,140.59470779959497,881.0728952524511,-1529.8263262924384
1081,547.6322798328636,900.817931441036,259.23800891581635,127.89807945163327,260.6093595123807,364.0677964141329,779.6722629263771,139.26120881373635,78.19072943750936,201.6265731667717,146.909881048795,944.964438225554,-1592.3405780802887
800,514.3769200138961,812.332302367043,237.5533574613449,78.32426996723044,256.5883265920547,435.9174271020779,1005.436952732699,134.6731492748914,86.74716353448414,191.62301796478266,149.8229647044248,802.6808971434489,-1648.3773169141405
7218,569.5736500994014,975.8565007423958,310.42007104857845,143.24721415342185,251.04998570805637,274.6535115581339,910.1251267419229,187.87785188265602,76.01709769447395,160.6455850084741,172.24456478147454,945.6218774830359,-1616.6037890874109
9734,555.5066178416009,895.8743695412892,,124.84496717719244,229.44753767439545,309.0682061489961,874.2226589445116,167.612656402247,84.13059110971246,165.20591511674917,171.54345969942915,533.0978897635607,-1421.0356526731982
4371,526.9027300066992,944.6363784033999,315.0923970055291,94.1914791002229,183.91284152603106,293.32575405970755,,133.1626634318678,94.48513993161981,181.53573559348962,161.7276104221445,1047.4561070941731,-1823.1957478033764
108,531.4726499918539,929.2592809140158,269.39190209106977,112.86468945478757,149.05572393604044,297.4296892179272,838.3377887321614,175.55827106252224,84.42613438282427,172.67545654685833,155.82615048730693,852.603105402153,-1618.9192700115232
8721,565.7602054981988,884.466156086169,,106.36155253643523,225.55157243880657,291.3231043999371,809.2470854795667,168.0506657714474,103.96088247448775,172.12146243151753,156.14187707153755,705.0653156698918,-1467.6729364326568
9722,549.4373489879551,918.4202604028203,286.18324073776137,125.00508124009075,264.44000464020354,417.42961941107245,807.245046124697,162.38253268218418,73.14912558557083,183.43772280228472,143.58884008146967,830.3952572810736,-1591.4468749918788
2264,,890.3830694561065,,97.57135849180698,254.90348525560142,265.1241510257342,758.7783974715818,137.9386001681284,95.5695582459764,175.953257638024,170.8293201243172,825.5497969485403,-1498.3437242707002
2737,554.6331283207439,860.1091740641945,290.4222871529534,126.50237413116628,203.5071166675731,382.8722439835044,855.0257461255835,164.73397099330893,82.29334806899283,211.13149501064467,161.86920871710473,912.2083299111389,-1649.1006221596142
1828,545.8282578218193,918.0491286523644,271.4670753783858,98.56042462943802,219.0605969479246,414.7468110063766,902.2612483494496,180.06938827528268,88.2433983459182,160.353316445043,175.02614027867682,614.868367999746,-1556.3260929851292
4889,586.3776171769871,947.7490023211335,223.3228353960539,98.28790660593071,281.70408201963124,396.9127444987366,,175.00907053743995,86.30185244644427,191.25598110941843,179.93576955176604,684.165367900423,-1543.5391989174689
3290,528.9709218035752,934.5463719679905,283.62383891685886,111.13764938412439,276.4826236221175,231.9516901990762,846.9485145114049,142.64909922238803,71.99666636893369,184.88714450795374,156.61258706939662,982.622415290773,-1575.6569677846192
5101,559.87682108651,986.8596162494046,279.90838444877403,96.47797746222939,230.46855910065486,370.20688751247974,932.5183475547445,186.13977298024443,87.69130600452694,201.97266927176548,184.06985848810302,764.5479037389651,-1673.480070284012
7565,561.7783180643172,951.0332406525648,286.19704520171865,90.22873483393698,161.99262970690089,214.70800288753503,816.4793234617695,159.9783823935205,83.39877415670237,186.82083739437067,166.29137802304768,1027.0889933945905,-1663.0554405012385
5660,535.8957524331516,942.2294818769451,291.35686981233255,128.07935437709799,230.2243100189721,311.2193849383679,874.8966079862612,184.8278865661169,78.15711766270456,159.73457794319336,144.90101874360582,789.9538409829188,-1566.773179712804
3393,545.5665536281674,914.9936727250923,264.9067089232054,114.90029851020434,167.77912344992455,320.77375640753286,772.4747603490623,186.38681865424013,91.07535996077752,184.44397311334995,184.9667042482819,709.5870080395689,-1502.6506735510338
2011,534.1350511272959,909.6639155013349,324.921747798978,101.6380298589667,298.78680747203225,304.32621775022153,819.9706502782097,171.1368182603515,85.52637351559025,179.36603817363678,150.7291979177676,862.6266192953481,-1545.0429568220738
4758,525.9445817286513,865.4396374999578,297.2523516505565,137.75745113377917,229.32198680724713,323.7804831636373,864.2710059529488,180.51233225586577,94.28502247824919,,176.3756963695837,772.3638320003404,-1534.3439972692793
798,530.9553457166755,866.2512977665085,320.51601610664517,99.3588057969255,271.69934819179247,330.20388123270806,1001.6358958398555,,85.67827670648352,172.90664116200594,147.34757726703685,795.8421629588115,-1637.8387919779752
250,546.0949446179678,905.9128577711214,309.53738695214923,132.15308173944447,275.71538009459096,303.2719844946257,927.1844235970813,190.4436163506987,68.4571955321031,,,832.6340688159615,-1556.2028010139506
4710,586.4927508902582,915.5175453705206,279.27592267331033,75.43934263112908,226.35069523569553,373.3710152667953,1013.3034349948567,157.03455081390058,88.10422804735596,169.33820165452642,178.18505744684688,892.8900666692049,-1722.5210728909838
9758,543.6234053743187,845.7412551040948,262.76700192876274,97.74830406921808,241.3729718492811,385.81477482757765,859.4303274910293,147.55337884787207,89.03295351095657,172.8525906559147,151.3746605322646,802.7359212218025,-1560.4405100562522
3111,537.2956831884627,990.0755375974552,287.35018588195004,142.9680435195553,312.99768937470697,374.8467664038435,814.7679840604077,163.70276844233177,76.0500341026371,203.76399885011028,167.52564070426953,827.5985706224246,-1583.5471170624253
5921,542.9493959156785,969.3670368602312,289.2807683436285,85.26132872542846,212.95193365474915,271.5597167699971,759.5129557639551,189.54172790187505,91.51866489919897,173.50701219168045,142.22166784084519,816.2585463761452,-1558.0676477050274
5065,553.5002558875449,994.3194710002824,306.8909664593021,133.05609609759887,273.1385417024776,147.27343231838054,917.2657008400623,156.21909558258523,94.27057539263649,196.92188540935052,167.4180470212338,856.5040479861153,-1583.3321777442993
6867,518.0731534149332,857.1520618401181,279.3618181555032,101.02576323912206,249.08021322464015,477.6376257376388,812.4485355216373,177.9460879122175,67.35426379644372,167.3517153866431,163.12952700207052,947.0827859017161,-1603.0504947221991
3480,546.5282909613745,854.6420003558528,281.1825800632387,89.8549092754247,223.15996479992467,396.88012599192075,,154.15178702233874,102.74175991037494,178.655710364808,191.16390698876083,740.9444669934238,-1597.7169195804454
3033,536.2970384883693,926.6336710444533,272.2856248202745,103.68222264153543,303.9268392406488,299.6008854289928,876.0092893848232,,82.08711890902568,160.34286716659076,179.88974257679118,931.1713963764114,-1554.1786963092604
7514,521.9266395079173,862.5367723578628,312.2750868525187,103.07428677323556,267.3369192941413,420.0220618889118,935.9323209768914,156.97870817167495,68.49331823871783,186.90807536489413,164.64875219332137,781.6496878192007,-1617.3717627202955
4830,545.5562524672189,922.4684035706267,296.64811562035976,121.01881945517711,234.71171394711607,205.35734378973734,827.0175763927663,194.83407502900846,89.30402099225066,165.54792517074307,,949.7578960541139,-1507.0696164998978
1883,535.4307648357998,902.0509870457244,234.89291500747646,157.72293425179822,214.66222162472792,239.06805624158363,934.9174019193975,142.54070959076128,85.21641452299058,195.74953598734285,183.72905025777908,864.5601714447524,-1558.7124118612994
7459,558.5583277764795,1017.1672648253015,179.6298831561881,136.40776237759164,232.01429732536764,398.6283230600596,,183.10078176963913,84.73049791496915,167.72983665724593,173.51387636793848,903.7882005987012,-1645.907952364268
7205,527.2859822274547,999.5414250129567,255.61270938594362,105.89878031967869,272.87538261524,273.5744509743528,913.6929856694034,173.8117673837902,103.74303032490805,190.33915606441573,169.1445930153533,657.7283844318201,-1550.6233082586818
9868,552.6676369995897,950.1131528169055,271.94349620387953,113.73667438816467,294.47850768865766,343.90639565122297,841.6678724765878,152.12323110648157,81.5102945209943,163.71989178084766,173.65927387676354,862.6241807486133,-1554.2093443847737
6498,564.8228577889262,916.7033606201305,281.452240273656,91.574178116301,278.4847476382915,326.0724931077683,840.6942962340456,182.4871496872534,86.09616444441691,170.69400172726324,183.46306660001352,844.9571981622938,-1519.8695532568945
4832,592.8893302362981,859.0439710053331,335.69584417713196,147.75551229005097,273.7881187374508,404.1701571213275,751.0129666619778,164.59595584715936,86.37921741486521,192.09478606193196,184.66261563358967,900.5113640834277,-1541.0963494152638
4189,543.4209716582475,1037.596575866663,256.70669007440506,116.0740353237724,232.03069077198526,366.3014089608657,813.4799773322216,184.88442988660444,88.71960371139235,207.1156593237797,165.52809849989524,908.4813077595362,-1692.1791237355728
1528,571.2795665703206,831.605287611055,296.25795939854635,102.83436008689205,208.02863787897027,357.19444184714905,912.8932313514404,164.0823147359619,80.19778257549312,191.45353329243312,166.91614149058952,822.6915361153175,-1599.512344723503
4357,571.2650929411545,993.9045236801829,294.6106631328686,82.27701884087703,138.81162706103663,370.03952641230876,888.480091692989,117.67151419950271,81.62393614120121,181.8173886051947,,970.402166588028,-1866.6163641172843
3414,533.8228333008067,974.0611078119407,306.59949060684124,,252.94941208091913,457.54244812282394,822.0951150248758,157.91355157465,92.51647751819624,193.6630767922921,187.59281253102537,725.9542491110905,-1644.1569582904158
530,533.0300449840101,,292.34829484965235,137.64415823829844,250.9692685405049,259.42888953835245,922.1936087537202,174.32245911698698,83.16092072588194,185.07658207651136,199.04290845452493,937.3633053394009,-1561.5835525798464
7914,528.6853717421959,981.3151889900856,281.37714368147846,123.80523604005302,176.5804784771915,230.5882285941977,790.1535896886575,155.40518675740523,86.04790924373623,202.67597785190316,137.8275520948713,,-1595.7451801003165
5466,505.99712710850844,919.9627685132901,241.72682472627298,133.67863321480195,195.59475372016465,267.6956008955377,820.3705747507785,180.7331766775884,89.22031368776217,193.56917761985977,131.6689839670272,770.4145715986108,-1528.6399979487078
8742,528.0888743744514,930.9059740464774,274.752866976084,,190.9813370769439,385.68035530510133,,178.72204482209906,89.45054243644591,203.46557661427676,149.9292924512951,1091.070046352717,-1929.6138909712845
1473,521.6278901456022,899.8272007555443,275.16840129476,122.33923375874892,191.1026110746966,371.29680776907963,865.7429061502357,148.92428287606373,81.20067148325636,153.16442517650066,163.11709233783859,788.0545992435095,-1595.9239943318698
2468,580.3782713515993,891.661087589899,290.3412901981226,114.33662581394275,220.08332543542082,353.0701316201017,975.573681726035,,89.6424126832673,209.53482754522955,161.1488070187582,824.2734575532091,-1715.255881132464
3245,579.4839347204271,998.4314070285948,265.8200880614318,112.40365718452676,222.66066803883382,322.13016449132397,918.7822206438377,170.94205461618662,78.63604084403724,197.49959154570408,153.154313470586,890.0841206523922,-1702.8146791642614
2262,546.340576306917,873.7786282360606,287.82804287396243,104.15710206540155,237.68551494568084,260.72374374294975,873.3500987195685,191.60886476082845,97.11883885330064,156.1917550010669,162.5716946036111,796.577330617977,-1486.7234174323992
2174,527.9237228499594,941.4660127859205,311.89194406612074,118.61272402178435,276.95624658566044,274.5337917606957,1022.5296071883689,157.9766903577893,89.55504333287585,176.60019354429727,173.79065478371558,675.4673172435604,-1589.1955843128394
2340,,921.1139885962651,271.75241013453217,114.65467904231792,274.0824303794064,182.18726435079316,1075.4378460707826,146.38987206518163,74.7124740947712,201.87888871123312,162.05872510406303,815.2591115678431,-1601.3359246398766
3430,552.8104710938562,1010.8171909923778,319.49097155511924,97.12894425788093,229.2544649741953,389.42387814026756,933.0383762583716,160.98537298872665,91.90140213883406,197.67220278918452,191.47622373814394,891.1363634787623,-1789.7592389997196
698,510.6999567459082,910.4992967904261,276.7979528559327,103.92070428042187,242.17864014798846,275.5147233524671,913.618569765418,136.88423859264844,101.18840501811432,158.5019367787247,149.30566951340583,717.2232044347861,-1557.9949978701106
7279,556.7217817364589,982.7197333790155,245.9514474011557,63.811094906732,255.95637030589228,278.228230290828,799.100791784615,147.04094050723597,100.17482996375615,214.44994593502196,189.36333411845018,919.7983005688152,-1617.4629049698901
8360,555.7347198581571,911.2183175856346,247.47002680983917,128.24353157073756,238.47659327131603,370.10612138363,943.7530460500168,155.32139497359236,77.07069692351956,195.0795568142951,,898.94506894344,-1646.3889505077107
3877,550.1418661369797,948.0198597456589,283.95741549710255,116.97748924452267,322.2757742138009,262.8677907456551,996.3439392114615,167.35094260722482,103.65481168990121,187.71627374916406,150.17053484497393,781.2220165765473,-1590.1275245120842
1498,528.1088534692154,976.2569216507217,247.64526284146734,97.38717517245907,200.81050407249143,318.93758987906403,913.7741123409413,152.67751031788302,92.13227314038883,184.02588557037635,159.84227262335557,883.6950388350954,-1700.8542723084038
83,538.397455223059,941.1808295650973,283.8959050251094,123.76437189302747,261.1460518490523,349.3192936403076,1021.0784330298768,176.43291046220548,82.39344561183539,200.20501502293382,183.67408599211262,713.8885530763324,-1629.7292117592892
8628,570.4195381471435,883.8771108922713,228.05825757425958,,261.7277789911325,306.6649770930424,895.9743743470195,,97.21821783431942,146.60267286822273,133.14171953539102,757.3785829537642,-1462.747658101714
5794,518.8905124711492,886.9246868683323,277.90877874517594,108.64087148372799,256.85304339836824,287.30959231751865,948.0937960489441,195.94404565993483,78.97714224215868,184.0384355748334,153.78591072649186,785.3590818371434,-1536.7387206719718
4897,589.8585892252411,1004.7803890091357,244.54272846619398,121.23128488357972,252.33281149391308,317.1394737191519,,138.74346015983372,67.1189734793011,158.3429952018309,161.44467079503906,688.8193201324345,-1514.636720236413
8292,558.8761723635489,906.0034605553956,228.83660823892808,147.89329035927406,233.6843140826645,285.2135291767737,933.9790510279004,151.2490153491119,95.72499884532917,189.1747090388361,170.20194430762095,971.9870351984762,-1618.877383939833
6249,536.422875875998,887.4390893622909,293.41176914086594,100.03075791698406,255.63914757133927,290.14630009660647,1003.1699142479997,123.23086891319826,,193.37115452321973,172.1695533398866,778.438419753425,-1625.8136357505455
4968,511.8662098050339,1045.4687205299406,298.1211229902942,111.103604828129,222.29828782273216,385.5056236600909,1005.7836188786838,172.36458271229012,85.29245244752532,181.07358212235286,158.17943493888515,865.4499075491012,-1826.0359276627046
8191,540.7322300693972,894.2849603568477,279.81976869465683,144.72946267241406,179.07196103987334,442.69551367325926,944.1286185355617,,72.458660045537,189.956834047098,150.54785915697835,929.5378534044792,-1763.6817108581893
7081,537.9688838669206,936.5528045958299,268.47307452978544,119.69013512612331,249.97399746825602,264.8277563258946,884.1647170513478,162.49040518273816,83.97474604224148,187.4819791470556,177.07573918586644,738.3173812745531,-1516.4658257212764
8612,559.6760109157452,895.161001549834,280.8419615353014,,330.64831151866167,387.4619057488766,929.2320090713599,167.0605734639201,84.61660916101188,204.75527345348792,140.19592088406202,966.2991418285425,-1661.6319475991493
8145,538.8309991505721,906.7105194612757,265.8142438347274,76.5724756752287,368.73281613819256,361.7203340596251,814.6646088261165,190.44037727405055,89.33239809969444,173.45971573999782,153.67343830868205,,-1487.9097224534694
5232,564.7983655995369,893.059619909505,,121.78372952588978,196.54193044608706,313.77690526361005,718.7290795224327,175.09662801429218,85.16962594676765,212.63514635037214,140.26596177387677,825.8740381026778,-1489.0661216165295
7155,549.3678974162028,926.9904370471595,315.0602507991056,127.005029214909,227.95830546048538,296.2479524220924,925.2473241688208,151.53500844612347,89.39610208424577,196.28262464253754,185.7085817413544,886.9876609930052,-1663.2985621061473
7158,529.4416029907072,922.6198704125392,254.60689198564705,133.3306963824248,305.5535087392528,,,141.328800129343,92.01909891768412,183.63326177944998,140.60114134423682,991.647794369599,-1631.1298969907189
9881,546.6899061352785,866.1949320390935,295.321170046113,136.53651512799246,279.647241405519,371.1293812560319,712.652463477123,172.82597801542863,81.50273530189878,206.54430807201112,156.59928050807622,780.4641602008465,-1456.7443650726993
775,542.4014571235678,944.8042158762734,306.72983222544923,141.7157048693727,221.37460545658743,297.4362761564723,973.3447662041898,,105.5701212625932,211.67969862162246,164.0028257830213,931.1536695879266,-1726.1419444296414
7310,545.0361532310404,956.3400903918529,252.17087454225876,79.4212783390389,,241.74337398968544,970.4827471976482,155.61812497312317,93.80596356911735,200.79240577325234,181.0905843753361,772.9576458007414,-1548.5655789745174
8992,531.2627210032623,958.7840518720589,256.1949014524701,159.7376195174206,294.41141991239016,427.2051430637354,902.9743418907631,174.35133300905034,95.59675147156733,217.01734836051628,169.19894288847826,743.1672986567122,-1614.0522157306787
205,547.6441324314371,914.9484933527764,307.30978841607146,124.08749972662463,237.4371633087787,376.852258375764,916.9868775160865,176.56423499511075,84.79095399635443,208.18259944677794,146.74921817801396,769.6931345885907,-1655.4196897694808
1009,502.0300959927998,896.4082468699207,286.1314979378156,106.15147651650848,277.83426788141037,315.7679597256085,1150.3805046341456,168.68611159117373,85.64653137415051,181.76418387620842,177.57413661032814,755.7027114459835,-1658.8091348375353
1668,554.3608793746224,986.6878992930381,273.6636076787631,144.9027732944979,279.2775915065809,205.64780893115994,857.9385013312091,131.57192363274314,82.45627683940324,185.42758663311486,173.428415657401,796.5540706901319,-1519.2704219260547
4180,513.1057376649062,1047.45866952318,316.70446936375055,124.82174478129937,257.53777856714373,431.76286878238466,1030.113017891439,168.8569462013569,82.98343986731817,191.04904066165156,162.62277277044805,823.4999218373946,-1838.582228626763
8773,572.4596397960081,835.8387313916205,,127.13807629966485,210.18233721996987,246.17676676413998,882.9058956015174,150.01887788581666,80.34268652653587,188.9519715736153,159.88812386533766,769.8026192550211,-1488.9908135218761
8047,520.009089706096,849.8340963093739,244.11107883258128,94.97776472315914,180.446635145864,314.84095188232834,893.3911112262758,172.03068581091023,100.20056949454904,179.14684770002017,172.14238331597124,702.2278348598245,-1522.4555486512722
1678,558.9412849663385,931.3809855974578,275.6700857399199,122.44538010626965,254.957322891926,181.72871762451143,824.8524211828849,188.80372099016276,86.61614445949243,188.90847579752753,155.49258924138883,1012.0147970905906,-1532.9109004317856
2770,544.9234035764405,932.0056916510748,355.66294596064284,111.50222734306061,206.13092184229822,254.83530426492644,992.614584008625,173.870341819062,96.93046612286547,172.09300127584993,163.87806291755032,847.6548450026066,-1700.24152036525
3642,541.086235586626,995.1339288997174,286.2342920838992,128.80259931721378,225.7012175227983,285.9231200049934,821.9148863604852,193.90166478503215,80.43172185023597,189.27136625900874,185.59317781317276,803.4534683160091,-1558.8887110417916
524,556.6809845866925,944.4768995374181,,121.18053010786677,191.92382772747317,359.58564000983944,949.9361450556935,133.28445808977935,79.43510615803328,209.9220437998386,186.6180741708573,942.6429356471176,-1760.2170845395403
374,472.63970910212225,863.0572634113458,271.2617055217309,132.64630981787445,247.13161359110677,298.9552155322156,843.9316098791182,156.43590039343792,86.95718136822555,159.1670000330165,167.7972418524137,946.2588747031728,-1530.5426006581226
5010,559.4306433298868,923.6535072720303,352.1934607667112,71.05334827640465,253.1646990325333,408.41322668429723,943.9880750345893,143.89419400477635,83.02285176338908,201.30653287719718,168.4181705102799,869.6045759549329,-1770.2449049620552
4433,573.0709292149907,904.832408680491,,124.99687643485548,282.7851544062852,384.8934303704444,878.4413858749069,156.29353696788786,86.41707280580898,223.0756929828638,175.51690316627958,888.0817941264949,-1610.9461388342943
7436,537.7959545849758,983.8622750497619,255.3313965987633,92.63901788716439,184.8006617451145,320.74849752117734,847.7284678751554,159.06748217508013,93.46469116069878,,148.800833364101,811.8494408977245,-1653.782001401612
9229,554.4296169911047,970.5683599927878,236.2929144149395,136.10519504847457,302.80175971029786,431.3754125524671,891.762514374564,170.81565571979772,94.12991537185462,171.5673883127339,145.1478490495906,867.7480052371917,-1634.075940909704
9146,493.37205323939673,898.2089859132069,338.9085396993246,101.81377697143085,280.0111928380418,312.4065265913995,897.0181149017546,152.58132477008832,93.58542428421927,189.61792541011607,,733.5117394497292,-1582.3800433359384
5472,524.6258276290795,887.2974011197621,,137.73192492802235,216.68247643933555,396.0070760930794,896.4004180913995,169.7116614984825,75.57131873752496,183.88573264447675,161.90638170365742,795.983390137008,-1596.9479292517099
9609,535.2210286700061,912.6279481148418,278.05316040529533,112.75817102395318,161.91281317229686,315.6906766199518,958.0457306929668,167.63167502142184,102.36231421214656,178.62788630281824,166.94526909584613,815.4260246842362,-1683.655727661582
9976,563.8698996798896,961.3773185705421,221.79242271286836,137.28782598782277,261.3347101077729,298.7026201667464,895.1077583964741,208.783562276932,101.59410500388682,206.38414689202762,175.38883271534078,711.2942920222117,-1502.4813109516197
6467,563.6246626566665,948.4729052281741,265.4039260680893,83.01772242280549,283.99025610899855,230.30067451348205,862.9487152334689,200.6038840033013,88.18309143818466,174.7551732145972,155.4841929995775,613.4543003908848,-1413.0442107708272
9248,572.2422513308344,896.0399217732809,245.94506869022845,123.37992461344363,312.4426588324914,399.7487981674146,999.4954118864101,157.89871409194023,73.02172417960324,213.9775616556311,160.65769563958713,760.246595848783,-1597.5892721685848
